tag,mode,k,p,N,rep,recall,latency_us
pq_p1000,pq,10,1000,100000,0,0.98315,3342.64800
pq_p1000,pq,10,1000,100000,1,0.98315,3275.19850
pq_p1000,pq,10,1000,100000,2,0.98315,3635.68350
pq_p1000,pq,10,1000,100000,3,0.98315,3630.15550
pq_p1000,pq,10,1000,100000,4,0.98315,3587.83350
