tag,mode,k,p,N,rep,recall,latency_us
sq_p100,sq,10,100,100000,0,0.99995,667.15300
sq_p100,sq,10,100,100000,1,0.99995,727.41650
sq_p100,sq,10,100,100000,2,0.99995,3138.38250
sq_p100,sq,10,100,100000,3,0.99995,3032.97850
sq_p100,sq,10,100,100000,4,0.99995,3011.81800
