Function,Hardware Event Count:INST_RETIRED.ANY,Hardware Event Count:CPU_CLK_UNHALTED.THREAD,Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC,Hardware Event Count:TOPDOWN.BR_MISPREDICT_SLOTS,Hardware Event Count:DECODE.LCP,Hardware Event Count:DSB2MITE_SWITCHES.PENALTY_CYCLES,Hardware Event Count:ICACHE_DATA.STALLS,Hardware Event Count:CPU_CLK_UNHALTED.DISTRIBUTED,Hardware Event Count:CPU_CLK_UNHALTED.THREAD_P,Hardware Event Count:ICACHE_TAG.STALLS,Hardware Event Count:IDQ.DSB_CYCLES_ANY,Hardware Event Count:IDQ.DSB_CYCLES_OK,Hardware Event Count:IDQ.DSB_UOPS,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_4,Hardware Event Count:IDQ_BUBBLES.CORE,Hardware Event Count:IDQ.MITE_CYCLES_ANY,Hardware Event Count:IDQ.MITE_CYCLES_OK,Hardware Event Count:IDQ.MS_CYCLES_ANY,Hardware Event Count:INST_DECODED.DECODERS:cmask=1,Hardware Event Count:INT_MISC.UOP_DROPPING,Hardware Event Count:TOPDOWN.BACKEND_BOUND_SLOTS,Hardware Event Count:INST_DECODED.DECODERS:cmask=2,Hardware Event Count:ITLB_MISSES.WALK_ACTIVE,Hardware Event Count:ITLB_MISSES.WALK_COMPLETED_2M_4M,Hardware Event Count:ITLB_MISSES.WALK_COMPLETED_4K,Hardware Event Count:TOPDOWN.MEMORY_BOUND_SLOTS,Hardware Event Count:UOPS_RETIRED.SLOTS,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_CODE_RD,Hardware Event Count:DTLB_LOAD_MISSES.STLB_HIT:cmask=1,Hardware Event Count:DTLB_LOAD_MISSES.WALK_ACTIVE,Hardware Event Count:DTLB_LOAD_MISSES.WALK_COMPLETED_1G,Hardware Event Count:BR_MISP_RETIRED.ALL_BRANCHES,Hardware Event Count:FRONTEND_RETIRED.ANY_DSB_MISS,Hardware Event Count:DTLB_LOAD_MISSES.WALK_COMPLETED_2M_4M,Hardware Event Count:DTLB_LOAD_MISSES.WALK_COMPLETED_4K,Hardware Event Count:DTLB_STORE_MISSES.STLB_HIT:cmask=1,Hardware Event Count:DTLB_STORE_MISSES.WALK_ACTIVE,Hardware Event Count:FRONTEND_RETIRED.DSB_MISS,Hardware Event Count:DTLB_STORE_MISSES.WALK_COMPLETED_1G,Hardware Event Count:DTLB_STORE_MISSES.WALK_COMPLETED_2M_4M,Hardware Event Count:DTLB_STORE_MISSES.WALK_COMPLETED_4K,Hardware Event Count:L1D_PEND_MISS.FB_FULL,Hardware Event Count:FRONTEND_RETIRED.L2_MISS,Hardware Event Count:L1D_PEND_MISS.L2_STALLS,Hardware Event Count:L1D_PEND_MISS.PENDING,Hardware Event Count:L2_RQSTS.ALL_RFO,Hardware Event Count:L2_RQSTS.RFO_HIT,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_16,Hardware Event Count:LD_BLOCKS.NO_SR,Hardware Event Count:LD_BLOCKS.STORE_FORWARD,Hardware Event Count:MEMORY_ACTIVITY.CYCLES_L1D_MISS,Hardware Event Count:MEMORY_ACTIVITY.STALLS_L1D_MISS,Hardware Event Count:FRONTEND_RETIRED.LATENCY_GE_2_BUBBLES_GE_1,Hardware Event Count:MEMORY_ACTIVITY.STALLS_L2_MISS,Hardware Event Count:MEMORY_ACTIVITY.STALLS_L3_MISS,Hardware Event Count:MEM_INST_RETIRED.ALL_LOADS,Hardware Event Count:MEM_INST_RETIRED.ALL_STORES,Hardware Event Count:FRONTEND_RETIRED.MS_FLOWS,Hardware Event Count:MEM_INST_RETIRED.LOCK_LOADS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_LOADS,Hardware Event Count:MEM_INST_RETIRED.SPLIT_STORES,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_LOADS,Hardware Event Count:FRONTEND_RETIRED.STLB_MISS,Hardware Event Count:MEM_INST_RETIRED.STLB_MISS_STORES,Hardware Event Count:MEM_LOAD_COMPLETED.L1_MISS_ANY,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_FWD,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,Hardware Event Count:FRONTEND_RETIRED.UNKNOWN_BRANCH,Hardware Event Count:IDQ_BUBBLES.CYCLES_0_UOPS_DELIV.CORE,Hardware Event Count:MEM_LOAD_L3_HIT_RETIRED.XSNP_NO_FWD,Hardware Event Count:MEM_LOAD_RETIRED.FB_HIT,Hardware Event Count:MEM_LOAD_RETIRED.L1_HIT,Hardware Event Count:MEM_LOAD_RETIRED.L1_MISS,Hardware Event Count:INT_MISC.CLEAR_RESTEER_CYCLES,Hardware Event Count:INT_MISC.UNKNOWN_BRANCH_CYCLES,Hardware Event Count:MEM_LOAD_RETIRED.L2_HIT,Hardware Event Count:MEM_LOAD_RETIRED.L3_HIT,Hardware Event Count:MEM_LOAD_RETIRED.L3_MISS,Hardware Event Count:MEM_STORE_RETIRED.L2_HIT,Hardware Event Count:LSD.CYCLES_ACTIVE,Hardware Event Count:LSD.CYCLES_OK,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=4,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD,Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DEMAND_RFO,Hardware Event Count:XQ.FULL_CYCLES,Hardware Event Count:LSD.UOPS,Hardware Event Count:UOPS_ISSUED.ANY,Hardware Event Count:UOPS_RETIRED.MS:cmask=1,Hardware Event Count:UOPS_RETIRED.MS:cmask=1:e=yes,Hardware Event Count:INT_MISC.CLEARS_COUNT,Hardware Event Count:MACHINE_CLEARS.COUNT,Hardware Event Count:MACHINE_CLEARS.MEMORY_ORDERING,Hardware Event Count:MACHINE_CLEARS.SMC,Hardware Event Count:CYCLE_ACTIVITY.CYCLES_MEM_ANY,Hardware Event Count:EXE_ACTIVITY.BOUND_ON_LOADS,Hardware Event Count:EXE_ACTIVITY.BOUND_ON_STORES,Hardware Event Count:ARITH.DIVIDER_ACTIVE,Hardware Event Count:ARITH.DIV_ACTIVE,Hardware Event Count:ARITH.FPDIV_ACTIVE,Hardware Event Count:ASSISTS.SSE_AVX_MIX,Hardware Event Count:CPU_CLK_UNHALTED.C01,Hardware Event Count:CPU_CLK_UNHALTED.C02,Hardware Event Count:CPU_CLK_UNHALTED.PAUSE,Hardware Event Count:CPU_CLK_UNHALTED.PAUSE_INST,Hardware Event Count:CYCLE_ACTIVITY.STALLS_TOTAL,Hardware Event Count:EXE_ACTIVITY.1_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.2_3_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.2_PORTS_UTIL,Hardware Event Count:EXE_ACTIVITY.EXE_BOUND_0_PORTS,Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR,Hardware Event Count:FP_ARITH_INST_RETIRED.VECTOR,Hardware Event Count:MISC2_RETIRED.LFENCE,Hardware Event Count:RESOURCE_STALLS.SCOREBOARD,Hardware Event Count:RS.EMPTY_RESOURCE,Hardware Event Count:UOPS_DISPATCHED.PORT_0,Hardware Event Count:UOPS_DISPATCHED.PORT_1,Hardware Event Count:UOPS_DISPATCHED.PORT_2_3_10,Hardware Event Count:UOPS_DISPATCHED.PORT_4_9,Hardware Event Count:UOPS_DISPATCHED.PORT_5_11,Hardware Event Count:UOPS_DISPATCHED.PORT_6,Hardware Event Count:UOPS_DISPATCHED.PORT_7_8,Hardware Event Count:UOPS_EXECUTED.CYCLES_GE_3,Hardware Event Count:UOPS_EXECUTED.THREAD,Hardware Event Count:UOPS_EXECUTED.X87,Hardware Event Count:UOPS_RETIRED.HEAVY,Hardware Event Count:ASSISTS.ANY,Hardware Event Count:ASSISTS.FP,Hardware Event Count:ASSISTS.PAGE_FAULT,Hardware Event Count:BR_INST_RETIRED.ALL_BRANCHES,Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_DOUBLE,Hardware Event Count:FP_ARITH_INST_RETIRED.128B_PACKED_SINGLE,Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_DOUBLE,Hardware Event Count:FP_ARITH_INST_RETIRED.256B_PACKED_SINGLE,Hardware Event Count:INST_RETIRED.MACRO_FUSED,Hardware Event Count:INST_RETIRED.NOP,Hardware Event Count:INT_VEC_RETIRED.ADD_128,Hardware Event Count:INT_VEC_RETIRED.ADD_256,Hardware Event Count:INT_VEC_RETIRED.MUL_256,Hardware Event Count:INT_VEC_RETIRED.SHUFFLES,Hardware Event Count:INT_VEC_RETIRED.VNNI_128,Hardware Event Count:INT_VEC_RETIRED.VNNI_256,Hardware Event Count:MEM_UOP_RETIRED.ANY,Hardware Event Count:UOPS_RETIRED.MS,Hardware Event Count:TOPDOWN.SLOTS_P,Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_SINGLE,Hardware Event Count:FP_ARITH_INST_RETIRED.SCALAR_DOUBLE,Hardware Event Count:TOPDOWN_BE_BOUND.ALL,Hardware Event Count:TOPDOWN_FE_BOUND.ALL,Hardware Event Count:TOPDOWN_RETIRING.ALL,Hardware Event Count:TOPDOWN_FE_BOUND.BRANCH_DETECT,Hardware Event Count:TOPDOWN_FE_BOUND.BRANCH_RESTEER,Hardware Event Count:TOPDOWN_FE_BOUND.CISC,Hardware Event Count:TOPDOWN_FE_BOUND.DECODE,Hardware Event Count:TOPDOWN_FE_BOUND.FRONTEND_BANDWIDTH,Hardware Event Count:TOPDOWN_FE_BOUND.FRONTEND_LATENCY,Hardware Event Count:TOPDOWN_FE_BOUND.ICACHE,Hardware Event Count:TOPDOWN_FE_BOUND.ITLB,Hardware Event Count:TOPDOWN_FE_BOUND.OTHER,Hardware Event Count:TOPDOWN_FE_BOUND.PREDECODE,Hardware Event Count:MACHINE_CLEARS.DISAMBIGUATION,Hardware Event Count:MACHINE_CLEARS.FP_ASSIST,Hardware Event Count:MACHINE_CLEARS.PAGE_FAULT,Hardware Event Count:MACHINE_CLEARS.SLOW,Hardware Event Count:TOPDOWN_BAD_SPECULATION.FASTNUKE,Hardware Event Count:TOPDOWN_BAD_SPECULATION.MACHINE_CLEARS,Hardware Event Count:TOPDOWN_BAD_SPECULATION.MISPREDICT,Hardware Event Count:TOPDOWN_BAD_SPECULATION.NUKE,Hardware Event Count:LD_HEAD.ANY_AT_RET,Hardware Event Count:LD_HEAD.DTLB_MISS_AT_RET,Hardware Event Count:LD_HEAD.L1_BOUND_AT_RET,Hardware Event Count:LD_HEAD.L1_MISS_AT_RET,Hardware Event Count:LD_HEAD.OTHER_AT_RET,Hardware Event Count:LD_HEAD.PGWALK_AT_RET,Hardware Event Count:LD_HEAD.ST_ADDR_AT_RET,Hardware Event Count:MEM_BOUND_STALLS.LOAD,Hardware Event Count:MEM_BOUND_STALLS.LOAD_DRAM_HIT,Hardware Event Count:MEM_BOUND_STALLS.LOAD_L2_HIT,Hardware Event Count:MEM_BOUND_STALLS.LOAD_LLC_HIT,Hardware Event Count:MEM_SCHEDULER_BLOCK.ALL,Hardware Event Count:MEM_SCHEDULER_BLOCK.ST_BUF,Hardware Event Count:TOPDOWN_BE_BOUND.MEM_SCHEDULER,Hardware Event Count:MEM_SCHEDULER_BLOCK.LD_BUF,Hardware Event Count:MEM_SCHEDULER_BLOCK.RSV,Hardware Event Count:TOPDOWN_BE_BOUND.ALLOC_RESTRICTIONS,Hardware Event Count:TOPDOWN_BE_BOUND.NON_MEM_SCHEDULER,Hardware Event Count:TOPDOWN_BE_BOUND.REGISTER,Hardware Event Count:TOPDOWN_BE_BOUND.REORDER_BUFFER,Hardware Event Count:TOPDOWN_BE_BOUND.SERIALIZATION,Hardware Event Count:UOPS_RETIRED.FPDIV,Module,Function (Full),Source File,Start Address
_Z13_mm256_mul_psDv8_fS_,1455570000,2276200000,3599990000,0,0,0,0,0,2466003699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17600342,0,0,0,0,0,0,0,0,0,78000234,0,0,260000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000078,0,0,0,0,0,0,0,0,2601092,0,0,0,26000078,52000156,0,0,0,2186631395,36000054,18000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172802592,0,0,0,0,0,0,0,0,0,0,0,0,26000078,108000162,0,0,0,10170030510,369001107,1377004131,18000054,9000027,99000297,171000513,405001215,99000297,18000054,0,135000405,0,0,0,0,540081,45000135,666001998,1323003969,18000054,1692005076,18000054,135000405,1755005265,18000054,153000459,0,549008235,415806237,23400351,43200648,1106085888,180027,3627010881,1050637572,16022403,36000108,1467004401,0,3222009666,45000135,0,main_no_mpi_profile.exe,_Z13_mm256_mul_psDv8_fS_,avxintrin.h,0x140001680
InnerProductSIMD16ExtAVX,1162060000,1728115000,2929110000,0,0,0,0,0,1548002322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800027,0,0,0,0,0,0,0,0,0,26000078,0,0,26000078,0,0,0,0,0,52000156,0,0,0,26000078,0,0,0,0,10400312,0,2600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000156,52000156,0,0,0,2211229658,18000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000078,52000078,0,0,26000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183602754,0,0,0,52000078,52000078,0,0,0,0,0,0,0,26000078,72000108,0,0,0,4896014688,306000918,2304006912,0,9000027,27000081,153000459,396001188,72000216,54000162,9000027,135000405,0,0,0,0,360054,90000270,162000486,882002646,0,297000891,0,45000135,261000783,0,45000135,0,1470622059,1312219683,45000675,82801242,451867770,360054,1161003483,414422154,17282592,45000135,486001458,0,2565007695,27000081,0,main_no_mpi_profile.exe,InnerProductSIMD16ExtAVX,space_ip.h,0x140001650
hnswlib::HierarchicalNSW<float>::searchBaseLayer,1126120000,1470545000,2689510000,0,0,0,0,0,1422002133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600078,0,7200108,0,0,0,0,0,0,0,0,0,26000078,0,0,0,0,0,0,0,0,0,26000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000078,0,0,0,3079043377,18000027,0,0,0,0,0,0,0,0,0,9000027,0,0,0,0,0,0,0,0,52000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163402529,0,0,0,0,0,0,0,0,0,0,0,0,0,18000027,0,0,0,3438010314,783002349,1458004374,9000027,18000054,198000594,504001512,963002889,90000270,72000216,18000054,198000594,0,0,0,0,180027,333000999,378001134,3222009666,0,945002835,45000135,603001809,486001458,0,522001566,0,288004320,216003240,23400351,9000135,360594081,5400810,1584004752,356813514,11701755,45000135,18000054,0,1791005373,27000081,0,main_no_mpi_profile.exe,"hnswlib::HierarchicalNSW<float>::searchBaseLayer(unsigned int, void const*, int)",hnswalg.h,0x14000f480
_Z13_mm256_add_psDv8_fS_,760730000,1090180000,1650245000,0,0,0,0,0,1062001593,0,0,0,0,0,0,0,0,0,0,0,260000078,0,0,0,0,0,0,0,0,0,0,1800027,0,0,0,2600078,0,0,0,0,0,26000078,0,0,78000234,0,0,0,0,0,0,0,0,0,26000078,0,0,0,0,7800234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600546,0,0,0,0,0,26000078,0,0,0,889213338,0,18000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61200918,0,0,0,0,0,0,0,0,0,0,0,0,0,18000027,0,0,0,4716014148,117000351,675002025,0,9000027,9000027,90000270,63000189,36000108,18000054,36000108,63000189,0,0,0,0,720108,18000054,198000594,540001620,18000054,810002430,0,27000081,783002349,0,9000027,0,547208208,477007155,30600459,30600459,454028094,360054,990002970,469510416,6120918,27000081,756002268,0,2088006264,36000108,0,main_no_mpi_profile.exe,_Z13_mm256_add_psDv8_fS_,avxintrin.h,0x140001680
pthread_mutex_lock,727785000,1027285000,1850910000,0,0,0,0,0,1494002241,0,0,0,0,0,0,0,0,0,0,0,260000078,0,0,0,0,0,0,0,0,0,0,1800027,0,0,0,0,0,0,0,0,0,52000156,0,0,104000312,0,0,0,0,0,0,0,0,52000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000078,0,0,730810962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000078,52000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39600594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6246018738,369001107,243000729,27000081,0,126000378,135000405,342001026,117000351,54000162,27000081,27000081,0,180027,0,0,180027,36000108,81000243,477001431,0,1323003969,45000135,342001026,783002349,9000027,360001080,0,280804212,235803537,10800162,32400486,903555513,1980297,4104012312,736310430,170845623,27000081,45000135,0,603001809,18000054,0,libwinpthread-1.dll,pthread_mutex_lock,[Unknown],0x2e3652ef0
"std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<float, unsigned int>*, std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int>>>>, long long, std::pair<float, unsigned int>, __gnu_cxx::__ops::_Iter_comp_iter<hnswlib::HierarchicalNSW<float>::CompareByFirst>>",278535000,308485000,473210000,0,0,0,0,0,126000189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503606150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62601017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000270,90000270,495001485,0,9000027,0,144000432,135000405,9000027,0,9000027,27000081,0,1080162,0,0,540081,117000351,207000621,990002970,0,0,0,0,18000054,0,0,0,12600189,9000135,3600054,0,0,0,0,0,0,9000027,0,0,45000135,0,0,main_no_mpi_profile.exe,"std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<float, unsigned int>*, std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int>>>>, long long, std::pair<float, unsigned int>, __gnu_cxx::__ops::_Iter_comp_iter<hnswlib::HierarchicalNSW<float>::CompareByFirst>>(__gnu_cxx::__normal_iterator<std::pair<float, unsigned int>*, std::vector<std::pair<float, unsigned int>, std::allocator<std::pair<float, unsigned int>>>>, long long, long long, std::pair<float, unsigned int>, __gnu_cxx::__ops::_Iter_comp_iter<hnswlib::HierarchicalNSW<float>::CompareByFirst>)",stl_heap.h,0x140015495
_mm256_loadu_ps,164725000,215640000,392345000,0,0,0,0,0,90000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000078,0,0,0,2600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600546,0,0,0,0,0,0,0,0,0,390003744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25200378,0,0,0,52000078,0,0,0,0,0,0,0,0,0,0,0,0,0,567001701,27000081,207000621,0,0,0,0,27000081,0,9000027,9000027,9000027,0,0,0,0,180027,18000054,36000108,126000378,0,54000162,0,0,45000135,0,0,0,171002565,140402106,7200108,7200108,54188127,180027,207000621,57788667,720108,0,108000324,0,261000783,0,0,main_no_mpi_profile.exe,_mm256_loadu_ps(float const*),avxintrin.h,0x140001699
_Z13_mm256_add_psDv8_fS_,152745000,275540000,455240000,0,0,0,0,0,216000324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271804077,0,0,0,0,0,0,0,0,0,0,9000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19800297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999002997,36000108,252000756,0,0,9000027,36000108,27000081,9000027,18000054,0,0,0,0,0,0,0,9000027,0,99000297,0,108000324,0,9000027,99000297,0,9000027,0,316804752,275404131,1800027,18000270,89653446,180027,243000729,96674499,1440216,0,153000459,0,378001134,0,0,main_no_mpi_profile.exe,_Z13_mm256_add_psDv8_fS_,avxintrin.h,0x14000169e
func@0x180028aa0,146755000,242595000,383360000,0,0,0,0,0,234000351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338204371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32400486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630001890,198000594,207000621,18000054,0,0,45000135,54000162,90000270,45000135,18000054,45000135,0,0,0,0,180027,27000081,36000108,252000756,0,144000432,18000054,18000054,126000378,9000027,45000135,0,70201053,3600054,30600459,27000405,11881782,900135,9000027,2340351,6120918,27000081,495001485,0,243000729,27000081,0,ntdll.dll,func@0x180028aa0,[Unknown],0x180028aa0
_Z13_mm256_mul_psDv8_fS_,128785000,182695000,284525000,0,0,0,0,0,90000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160202403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414001242,18000054,162000486,0,0,0,0,18000054,0,0,9000027,9000027,0,0,0,0,0,81000243,153000459,36000108,0,63000189,0,9000027,9000027,0,0,0,104401566,79201188,1800027,9000135,33485022,180027,108000324,33485022,900135,0,27000081,0,216000648,9000027,0,main_no_mpi_profile.exe,_Z13_mm256_mul_psDv8_fS_,avxintrin.h,0x14000169e
