# started on Thu Mar 26 06:11:48 2026

3249.82,msec,task-clock,9.18%,3249817457,100.00,1.053,CPUs utilized
<not supported>,,cycles,0.00%,0,100.00,,
<not supported>,,instructions,0.00%,0,100.00,,
<not supported>,,cache-references,0.00%,0,100.00,,
<not supported>,,cache-misses,0.00%,0,100.00,,
