# started on Thu Mar 26 06:11:28 2026

1667.46,msec,task-clock,3.29%,1667455169,100.00,0.947,CPUs utilized
<not supported>,,cycles,0.00%,0,100.00,,
<not supported>,,instructions,0.00%,0,100.00,,
<not supported>,,cache-references,0.00%,0,100.00,,
<not supported>,,cache-misses,0.00%,0,100.00,,
