# started on Thu Mar 26 06:11:37 2026

2666.38,msec,task-clock,3.89%,2666384802,100.00,1.145,CPUs utilized
<not supported>,,cycles,0.00%,0,100.00,,
<not supported>,,instructions,0.00%,0,100.00,,
<not supported>,,cache-references,0.00%,0,100.00,,
<not supported>,,cache-misses,0.00%,0,100.00,,
