# started on Thu Mar 26 06:12:51 2026

6201.69,msec,task-clock,3.79%,6201689581,100.00,1.083,CPUs utilized
<not supported>,,cycles,0.00%,0,100.00,,
<not supported>,,instructions,0.00%,0,100.00,,
<not supported>,,cache-references,0.00%,0,100.00,,
<not supported>,,cache-misses,0.00%,0,100.00,,
